Winners,Joint Probability
000000011110100,5.3736616620360426e-05
000000011110101,4.588693111119507e-05
000000011110110,4.772063142119571e-05
000000011110111,3.303002905216001e-05
000000011111000,5.977140974020981e-05
000000011111001,5.104017955847301e-05
000000011111010,5.2532877004664783e-05
000000011111011,3.573134915238827e-05
000000011111100,6.875215366888948e-05
000000011111101,5.87090430616223e-05
000000011111110,7.023593346678414e-05
000000011111111,6.242080820229174e-05
000000100000000,0.00010682347034248836
000000100000001,0.00011273184812691804
000000100000010,0.00010297806061871819
000000100000011,0.00010092761250905345
000000100000100,8.622194510166934e-05
000000100000101,9.099085799446079e-05
000000100000110,6.7425663146468e-05
000000100000111,4.523635475479299e-05
000000100001000,0.0001229700227436491
000000100001001,0.00012977146205469164
000000100001010,0.00011854337268561791
000000100001011,0.00011618299579586002
000000100001100,0.00011477452567072775
000000100001101,0.00012112267421446268
000000100001110,0.00010344781023324616
000000100001111,8.911502457869522e-05
000000100010000,7.122084760787165e-05
000000100010001,7.51600537808734e-05
000000100010010,5.5113688032029075e-05
000000100010011,3.633601556093953e-05
000000100010100,7.198791722125924e-05
000000100010101,7.596954981093066e-05
000000100010110,5.62946364925195e-05
000000100010111,3.776847016893041e-05
000000100011000,7.999000963795726e-05
000000100011001,8.441423583474692e-05
000000100011010,6.189963451625818e-05
000000100011011,4.080993603063041e-05
000000100011100,9.349391364796884e-05
000000100011101,9.866503719044498e-05
000000100011110,8.426731089061934e-05
000000100011111,7.259200039388254e-05
000000100100000,5.941027482319501e-05
000000100100001,3.678639527907457e-05
000000100100010,7.68980023887282e-05
000000100100011,7.536684747390839e-05
000000100100100,5.0415048450951575e-05
000000100100101,3.1216618772588656e-05
000000100100110,5.2935018637474255e-05
000000100100111,3.551447876507539e-05
000000100101000,6.839024067268991e-05
000000100101001,4.234672258466613e-05
000000100101010,8.852126852240977e-05
000000100101011,8.675867689253876e-05
000000100101100,6.492818985987705e-05
000000100101101,4.020304676334754e-05
000000100101110,7.85750310968211e-05
000000100101111,6.76883910029308e-05
000000100110000,4.173930282091685e-05
000000100110001,2.584466233850466e-05
000000100110010,4.3368359784967995e-05
000000100110011,2.859241419451431e-05
000000100110100,4.2092234526991777e-05
000000100110101,2.6063194996110233e-05
000000100110110,4.4196193153458954e-05
000000100110111,2.9651538880058484e-05
000000100111000,4.687851025459776e-05
000000100111001,2.9026820923684844e-05
000000100111010,4.870814703416383e-05
000000100111011,3.2112893398630154e-05
000000100111100,5.288970301208983e-05
000000100111101,3.274890626218726e-05
000000100111110,6.400625164270461e-05
000000100111111,5.513812883490733e-05
000000101000000,0.00012698432630254522
000000101000001,0.000134007795677686
000000101000010,0.00012241317015526182
000000101000011,0.00011997573977606413
000000101000100,0.00010249466316837762
000000101000101,0.00010816361577724807
000000101000110,8.015094793967864e-05
000000101000111,5.377383841306982e-05
000000101001000,0.00014617822697059557
000000101001001,0.00015426330589596036
000000101001010,0.00014091613266122696
000000101001011,0.0001381102804622202
000000101001100,0.0001364359889475956
000000101001101,0.00014398222727434314
000000101001110,0.00012297157588895004
000000101001111,0.00010593375522513258
000000101010000,8.466239978148936e-05
000000101010001,8.934505463666023e-05
000000101010010,6.551532656969133e-05
000000101010011,4.319373300391156e-05
000000101010100,8.557423889110528e-05
000000101010101,9.030732732534782e-05
000000101010110,6.69191561229965e-05
000000101010111,4.489653560685553e-05
000000101011000,9.508657088413303e-05
000000101011001,0.00010034578387551207
000000101011010,7.358198869798786e-05
000000101011011,4.8512019097346e-05
000000101011100,0.00011113907458643521
000000101011101,0.00011728614729586194
000000101011110,0.00010017112970085116
000000101011111,8.629233103378081e-05
000000101100000,9.890451083054768e-05
000000101100001,8.186427016477579e-05
000000101100010,0.0001081000326837245
000000101100011,0.00010594759840462378
000000101100100,8.16718732094748e-05
000000101100101,6.760064062941321e-05
000000101100110,7.241218081959984e-05
000000101100111,4.858184476447713e-05
000000101101000,0.00011385409879765403
000000101101001,9.423819626697416e-05
000000101101010,0.0001244395396918647
000000101101011,0.00012196176124667268
000000101101100,0.0001071007382337278
000000101101101,8.864837099932173e-05
000000101101110,0.00010944601666472458
000000101101111,9.428217420094501e-05
000000101110000,6.753188593852759e-05
000000101110001,5.589682926272487e-05
000000101110010,5.9250622021153e-05
000000101110011,3.906346319093717e-05
000000101110100,6.818899806744236e-05
000000101110101,5.644072765925194e-05
000000101110110,6.045795038032938e-05
000000101110111,4.0561666931050655e-05
000000101111000,7.584683963372563e-05
000000101111001,6.277920105745045e-05
000000101111010,6.654593403074249e-05
000000101111011,4.387320429460458e-05
000000101111100,8.724294100578156e-05
000000101111101,7.221187014112395e-05
000000101111110,8.915337590260798e-05
000000101111111,7.680109677450882e-05
000000110000000,5.949753887638581e-05
000000110000001,4.231959900167707e-05
000000110000010,7.085312882230396e-05
000000110000011,6.944233643424924e-05
000000110000100,4.9838769327432386e-05
000000110000101,3.544947862559626e-05
000000110000110,4.814561360748965e-05
000000110000111,3.230123302316647e-05
000000110001000,6.849069483853169e-05
000000110001001,4.871627962519454e-05
000000110001010,8.156270185571712e-05
000000110001011,7.99386657568201e-05
000000110001100,6.474111256699233e-05
000000110001101,4.6049264801522194e-05
000000110001110,7.208384757108877e-05
000000110001111,6.20965666990989e-05
000000110010000,4.123723246131252e-05
000000110010001,2.933135008033622e-05
000000110010010,3.942065648120236e-05
000000110010011,2.5989724848226344e-05
000000110010100,4.161109096439502e-05
000000110010101,2.9597269347462382e-05
000000110010110,4.019745138961838e-05
000000110010111,2.6968754721021637e-05
000000110011000,4.6314621811079085e-05
000000110011001,3.294281175279187e-05
000000110011010,4.427437748603074e-05
000000110011011,2.918974444875479e-05
000000110011100,5.2737312155632384e-05
000000110011101,3.7511163402734086e-05
000000110011110,5.871861356725738e-05
000000110011111,5.058309769413904e-05
000000110100000,5.0396798705318636e-05
000000110100001,3.120531866736959e-05
000000110100010,6.52313620625233e-05
000000110100011,6.393250750818103e-05
000000110100100,4.276629010828154e-05
000000110100101,2.648056514171526e-05
000000110100110,4.4903941055218506e-05
000000110100111,3.012637195795358e-05
000000110101000,5.8014362041702e-05
000000110101001,3.5922056585002986e-05
000000110101010,7.5091195321682e-05
000000110101011,7.359601665377239e-05
000000110101100,5.5077558964453894e-05
000000110101101,3.410361021056756e-05
000000110101110,6.665395905397506e-05
000000110101111,5.741899404124236e-05
000000110110000,3.540679198381395e-05
000000110110001,2.192361926210162e-05
000000110110010,3.678869530173514e-05
000000110110011,2.4254493805126274e-05
000000110110100,3.570617838121263e-05
000000110110101,2.210899706734931e-05
000000110110110,3.74909332859482e-05
000000110110111,2.5152932564079198e-05
000000110111000,3.976630055890263e-05
000000110111001,2.462299417903291e-05
000000110111010,4.1318352569401645e-05
000000110111011,2.7240860764782514e-05
000000110111100,4.4865500525234396e-05
000000110111101,2.7780380441371635e-05
000000110111110,5.4295493321972805e-05
000000110111111,4.677280467310435e-05
000000111000000,6.875777475634188e-05
000000111000001,4.8906249080008655e-05
000000111000010,8.188075615140443e-05
000000111000011,8.025038711299151e-05
000000111000100,5.7595707995057126e-05
000000111000101,4.096685867347536e-05
000000111000110,5.563902841103084e-05
000000111000111,3.732861806558652e-05
000000111001000,7.915063139665742e-05
000000111001001,5.629851326111805e-05
000000111001010,9.425717413901086e-05
000000111001011,9.23803719990748e-05
000000111001100,7.481746168702428e-05
000000111001101,5.321640250526173e-05
000000111001110,8.330302477150929e-05
000000111001111,7.176131696992575e-05
000000111010000,4.76554223031094e-05
000000111010001,3.3896500598339984e-05
000000111010010,4.5556113248869364e-05
000000111010011,3.0034782628679373e-05
000000111010100,4.8087468388227274e-05
000000111010101,3.4203807714192626e-05
000000111010110,4.645380902508812e-05
000000111010111,3.1166189351455704e-05
000000111011000,5.3523059853409124e-05
000000111011001,3.8070052528475737e-05
000000111011010,5.116527056667854e-05
000000111011011,3.3732855373606664e-05
000000111011100,6.094538192555453e-05
000000111011101,4.3349425418287126e-05
000000111011110,6.785761700244992e-05
000000111011111,5.8455884115771996e-05
000000111100000,8.156368956917827e-05
000000111100001,6.75110959293558e-05
000000111100010,8.914697048893443e-05
000000111100011,8.737192019158839e-05
000000111100100,6.735243172481706e-05
000000111100101,5.5748293183732705e-05
000000111100110,5.9716231219383906e-05
000000111100111,4.006404229486323e-05
000000111101000,9.389218239419487e-05
000000111101001,7.771551490758444e-05
000000111101010,0.00010262168934790217
000000111101011,0.00010057833712637313
000000111101100,8.8322881257581e-05
000000111101101,7.310574767808074e-05
000000111101110,9.0256964549564e-05
000000111101111,7.775178223780195e-05
000000111110000,5.569159317868009e-05
000000111110001,4.6096498446844455e-05
000000111110010,4.886227433644424e-05
000000111110011,3.221450830146104e-05
000000111110100,5.623349454642228e-05
000000111110101,4.654503572385008e-05
000000111110110,4.9857923115948774e-05
000000111110111,3.345003359493689e-05
000000111111000,6.254869500631236e-05
000000111111001,5.17721914142403e-05
000000111111010,5.487850715599602e-05
000000111111011,3.618096268249296e-05
000000111111100,7.194673021020489e-05
000000111111101,5.955104079622325e-05
000000111111110,7.352221061608691e-05
000000111111111,6.33356432713249e-05
000001000000000,8.919433011169414e-05
000001000000001,9.710857737695429e-05
000001000000010,8.603308407521618e-05
000001000000011,8.699037088803599e-05
000001000000100,7.199268671588751e-05
000001000000101,7.838062553718308e-05
000001000000110,5.6495426908860185e-05
000001000000111,3.910353942393577e-05
000001000001000,0.00010267620745959822
000001000001001,0.0001117867068946724
000001000001010,9.903713361414435e-05
000001000001011,0.00010013911598531459
000001000001100,9.583321809585705e-05
000001000001101,0.00010433653644901296
000001000001110,8.651236298953057e-05
000001000001111,7.68861656811377e-05
000001000010000,5.946722917729907e-05
000001000010001,6.474377932683972e-05
000001000010010,4.6185371465931005e-05
000001000010011,3.141395879451628e-05
000001000010100,6.0107708840577054e-05
000001000010101,6.54410889973301e-05
000001000010110,4.716882820144112e-05
000001000010111,3.264809621018437e-05
000001000011000,6.678921123242887e-05
000001000011001,7.271544366988546e-05
000001000011010,5.187200704255785e-05
000001000011011,3.528184444777688e-05
000001000011100,7.806455800972347e-05
000001000011101,8.499125630958766e-05
000001000011110,7.047190434948387e-05
000001000011111,6.263052269576098e-05
000001000100000,4.980916953748e-05
000001000100001,3.1818182765882384e-05
000001000100010,6.424448338778567e-05
000001000100011,6.495932927997502e-05
000001000100100,4.2267633048438906e-05
000001000100101,2.7000636346777385e-05
000001000100110,4.435383112000192e-05
000001000100111,3.069968453555626e-05
000001000101000,5.7337911708247455e-05
000001000101001,3.6627556152572346e-05
000001000101010,7.395514822745611e-05
000001000101011,7.477804431329658e-05
000001000101100,5.44353519002689e-05
000001000101101,3.4773395978517e-05
000001000101110,6.571150802356166e-05
000001000101111,5.83998138354906e-05
000001000110000,3.499394703644057e-05
000001000110001,2.2354193270924523e-05
000001000110010,3.634276489304918e-05
000001000110011,2.4719301427968406e-05
000001000110100,3.528984257362422e-05
000001000110101,2.2543211846603323e-05
000001000110110,3.703163874750712e-05
000001000110111,2.563159931567826e-05
000001000111000,3.9302623525722696e-05
000001000111001,2.510658318804369e-05
000001000111010,4.081751638327479e-05
000001000111011,2.7762898447283062e-05
000001000111100,4.434236656800698e-05
000001000111101,2.832597967068977e-05
000001000111110,5.352778433132366e-05
000001000111111,4.7571768385755545e-05
000001001000000,0.00010602802813770174
000001001000001,0.00011543593591254489
000001001000010,0.00010227015829007633
000001001000011,0.00010340811440229116
000001001000100,8.55799085352409e-05
000001001000101,9.317344678187709e-05
000001001000110,6.715784183190752e-05
000001001000111,4.648357326225612e-05
000001001001000,0.0001220543480730897
000001001001001,0.00013288427738856212
000001001001010,0.00011772846969497102
000001001001011,0.00011903842984278954
000001001001100,0.00011391987732930845
000001001001101,0.00012402803192257945
000001001001110,0.00010283989179386629
000001001001111,9.139693664419213e-05
000001001010000,7.069051407848578e-05
000001001010001,7.69629106201146e-05
000001001010010,5.490196360248138e-05
000001001010011,3.734273358867779e-05
000001001010100,7.145187184275874e-05
000001001010101,7.779182395205916e-05
000001001010110,5.607102870218335e-05
000001001010111,3.8809790479742326e-05
000001001011000,7.939437808411124e-05
000001001011001,8.643907183137473e-05
000001001011010,6.16618412334071e-05
000001001011011,4.1940607560753946e-05
000001001011100,9.279772764532511e-05
000001001011101,0.00010103170576164352
000001001011110,8.377210802444111e-05
000001001011111,7.445081783056604e-05
000001001100000,8.273845663350123e-05
000001001100001,7.065226838917806e-05
000001001100010,9.031223878692861e-05
000001001100011,9.131713958940799e-05
000001001100100,6.832251312881322e-05
000001001100101,5.8342163136815375e-05
000001001100110,6.067359040901283e-05
000001001100111,4.1995472277393774e-05
000001001101000,9.524451753323431e-05
000001001101001,8.13314810205336e-05
000001001101010,0.00010396308996564453
000001001101011,0.00010511988326340777
000001001101100,8.959500139431795e-05
000001001101101,7.650722943600386e-05
000001001101110,9.152860268485306e-05
000001001101111,8.134425031763687e-05
000001001110000,5.649372277545975e-05
000001001110001,4.824128738001455e-05
000001001110010,4.9652129722186475e-05
000001001110011,3.377194786239446e-05
000001001110100,5.704342918343857e-05
000001001110101,4.8710694306999026e-05
000001001110110,5.06572357968765e-05
000001001110111,3.506261170990654e-05
000001001111000,6.344958788153566e-05
000001001111001,5.418106035076638e-05
000001001111010,5.576561454154656e-05
000001001111011,3.793016407048418e-05
000001001111100,7.298298359063823e-05
000001001111101,6.232184590207708e-05
000001001111110,7.455807136408305e-05
000001001111111,6.626202348049034e-05
000001010000000,4.983051107619943e-05
000001010000001,3.656606975406132e-05
000001010000010,5.9194290049131004e-05
000001010000011,5.985294263455643e-05
000001010000100,4.174107692344312e-05
000001010000101,3.0629971425704906e-05
000001010000110,4.0340826735890105e-05
000001010000111,2.792206723574021e-05
000001010001000,5.736247905747605e-05
000001010001001,4.2093094475272005e-05
000001010001010,6.814160942626272e-05
000001010001011,6.88998184897789e-05
000001010001100,5.422212057472846e-05
000001010001101,3.978867164570659e-05
000001010001110,6.028299654377648e-05
000001010001111,5.3575330737193635e-05
000001010010000,3.4537098638391066e-05
000001010010001,2.5343628444491245e-05
000001010010010,3.30345822975433e-05
000001010010011,2.2469170955019473e-05
000001010010100,3.4850213443315844e-05
000001010010101,2.55733948576914e-05
000001010010110,3.3681124825890684e-05
000001010010111,2.3312527482913217e-05
000001010011000,3.8789525058202826e-05
000001010011001,2.8464096561967946e-05
000001010011010,3.710200938516108e-05
000001010011011,2.5235717653130967e-05
000001010011100,4.4168670958980346e-05
000001010011101,3.241136139985662e-05
000001010011110,4.9105785803670545e-05
000001010011111,4.3641803931079515e-05
000001010100000,4.225233258607019e-05
000001010100001,2.69908623852243e-05
000001010100010,5.4497581552296564e-05
000001010100011,5.5103974043178035e-05
000001010100100,3.58549661793652e-05
000001010100101,2.2904213773351983e-05
000001010100110,3.762465508561711e-05
000001010100111,2.6042057985080495e-05
000001010101000,4.8638845774463585e-05
000001010101001,3.10705779426602e-05
000001010101010,6.273498531243907e-05
000001010101011,6.343303507768448e-05
000001010101100,4.617665008847877e-05
000001010101101,2.949772312356747e-05
000001010101110,5.5742035402829515e-05
000001010101111,4.953964059338485e-05
000001010110000,2.9684813105956845e-05
000001010110001,1.896270942774248e-05
000001010110010,3.08289940108919e-05
000001010110011,2.0968993358620912e-05
000001010110100,2.9935816621251544e-05
000001010110101,1.9123050902990647e-05
000001010110110,3.141335483197531e-05
000001010110111,2.174288126173242e-05
000001010111000,3.3339795385754554e-05
000001010111001,2.1297518364822955e-05
000001010111010,3.4624855093513574e-05
000001010111011,2.355082868557386e-05
000001010111100,3.76149298870575e-05
000001010111101,2.4028481602602502e-05
000001010111110,4.540677484013618e-05
000001010111111,4.0354380492731574e-05
000001011000000,5.758616442419891e-05
000001011000001,4.2257236775760225e-05
000001011000010,6.840732808319746e-05
000001011000011,6.916849378797484e-05
000001011000100,4.823768544699142e-05
000001011000101,3.5397240219589703e-05
000001011000110,4.661949940406405e-05
000001011000111,3.226787604971738e-05
000001011001000,6.62904128302475e-05
000001011001001,4.8644491240912e-05
000001011001010,7.874721410241636e-05
000001011001011,7.962343132067436e-05
000001011001100,6.266128689850876e-05
000001011001101,4.598140653436933e-05
000001011001110,6.966548156901012e-05
000001011001111,6.191383026746549e-05
000001011010000,3.991247526809139e-05
000001011010001,2.9288127357926117e-05
000001011010010,3.817610630085774e-05
000001011010011,2.596628742403563e-05
000001011010100,4.027432346612567e-05
000001011010101,2.95536547660129e-05
000001011010110,3.8923277131349844e-05
000001011010111,2.6940904513738875e-05
000001011011000,4.4826752118244943e-05
000001011011001,3.289426717492895e-05
000001011011010,4.287659040170959e-05
000001011011011,2.9163421260392497e-05
000001011011100,5.1043111806594255e-05
000001011011101,3.745588689488172e-05
000001011011110,5.6748642436065926e-05
000001011011111,5.043424284974189e-05
000001011100000,6.823201222692345e-05
000001011100001,5.826488233814032e-05
000001011100010,7.447789132019467e-05
000001011100011,7.530660394829383e-05
000001011100100,5.6343600556016916e-05
000001011100101,4.811309456894681e-05
000001011100110,5.0035755210870705e-05
000001011100111,3.463245139559839e-05
000001011101000,7.854539895108101e-05
000001011101001,6.70717201314081e-05
000001011101010,8.573535347784528e-05
000001011101011,8.668932745377567e-05
000001011101100,7.388640638642324e-05
000001011101101,6.309329937648065e-05
000001011101110,7.548099144717921e-05
000001011101111,6.708225060141602e-05
000001011110000,4.658873926346378e-05
000001011110001,3.978319446948561e-05
000001011110010,4.094667534474233e-05
000001011110011,2.7850748651031596e-05
000001011110100,4.704206623953456e-05
000001011110101,4.017030078599912e-05
000001011110110,4.177555725489675e-05
000001011110111,2.891512179754053e-05
000001011111000,5.2325040039159276e-05
000001011111001,4.468155344856025e-05
000001011111010,4.5988289461276245e-05
000001011111011,3.127990929406066e-05
000001011111100,6.0186955755921674e-05
000001011111101,5.139502384521356e-05
000001011111110,6.148588508804857e-05
000001011111111,5.4644374336454e-05
000001100000000,6.316460049599559e-05
000001100000001,8.593087896353622e-05
000001100000010,6.117547662092618e-05
000001100000011,7.729265210144824e-05
000001100000100,5.098294128503356e-05
000001100000101,6.935861103161784e-05
000001100000110,4.102477287304272e-05
000001100000111,3.548167521925193e-05
000001100001000,7.271203916782575e-05
000001100001001,9.89194800229672e-05
000001100001010,7.042225577684439e-05
000001100001011,8.897557022215203e-05
000001100001100,6.786605076455179e-05
000001100001101,9.232686264439557e-05
000001100001110,6.195896347611687e-05
000001100001111,6.880647815618685e-05
000001100010000,4.2112808839801295e-05
000001100010001,5.729143619703447e-05
000001100010010,3.357005178420916e-05
000001100010011,2.8531552033352812e-05
000001100010100,4.256637625833678e-05
000001100010101,5.790848192578009e-05
000001100010110,3.425216109568354e-05
000001100010111,2.962415073730064e-05
000001100011000,4.7298004701152194e-05
000001100011001,6.434552083408083e-05
000001100011010,3.7703409267890074e-05
000001100011011,3.2044537502549e-05
000001100011100,5.5282848286498544e-05
000001100011101,7.520832408601726e-05
000001100011110,5.0471007805098065e-05
000001100011111,5.604890884594669e-05
000001100100000,3.632773666522974e-05
000001100100001,2.899743400835985e-05
000001100100010,4.568227367133459e-05
000001100100011,5.771763917690187e-05
000001100100100,3.0827405016075184e-05
000001100100101,2.46069732017798e-05
000001100100110,3.220802014086566e-05
000001100100111,2.7856205654809306e-05
000001100101000,4.181873692762615e-05
000001100101001,3.3380446339021375e-05
000001100101010,5.258722839030695e-05
000001100101011,6.644176021933966e-05
000001100101100,3.9701788796620244e-05
000001100101101,3.1690661360296867e-05
000001100101110,4.706167748631635e-05
000001100101111,5.2262789793181974e-05
000001100110000,2.5522426987268463e-05
